1141,115,Vegetables,Which of the following Mushroom is poisonous?,Straw mushroom,Oyster mushroom,Shiitake mushroom,Magic mushroom,4,"Psilocybin mushrooms,also known as psychedelic mushrooms,are mushrooms that contain the psychedelic compounds psilocybin and psilocin. Common colloquial terms include magic mushrooms and 'shrooms."
1142,115,Vegetables,Peas growing season in India?,October to November mid,September to December end,September to November mid,October to December end,1,"The pea is most commonly the small spherical seed or the seed-pod of the pod ftuit Pisum sativum. Each pod contains several peas. Pea pods are botanically fruit,since they contain seeds and developed from the ovary of a (pea) flower."
1143,115,Vegetables,What is the family name of radish?,Musaceae,Brassicaceae,Myrtaceae,Anacardiaceae,2,"The radish (Raphanus sativus) is an edible root vegetable of the Brassicaceae family that was domesticated in Europe in pre-Roman times. Radishes are grown and consumed throughout the world,being mostly eaten raw as a crunchy salad vegetable."
1144,115,Vegetables,Broccoli is including in which family,Cauliflower,Cabbage,Both,None of the above,3,"Broccoli is including in the cabbage family,whose large flowerhead is eaten as a vegetable.Broccoli is classified in the Italica cultivar group of the species Brassica oleracea."
1145,115,Vegetables,Name the pigment present in Beetroot?,Betalains,Anthocyanin,Melanin,Carotenoids,1,"Betalains are a class of red and yellow indole-derived pigments found in plants of the Caryophyllales,where they replace anthocyanin pigments. Betalains also occur in some higher order fungi"
1146,115,Vegetables,Name the acid present in sweet corn which has anti-cancer properties?,Folic acid,Maleic acid,Malic acid,Ferulic acid,4,"Corn is a good source of phenolic flavonoid antioxidant,ferulic acid. Cooked sweet corn increases levels of ferulic acid,which has anti-cancer properties"
1147,115,Vegetables,Botanical name of Celery?,Spinacia oleracea,Apium graveolens,Brassica oleracea,Solanum melongena,2,"Celery (Apium graveolens) is a cultivated plant,variety in the family Apiaceae,commonly used as a vegetable. Depending on location,either its stalks,or its hypocotyl,are eaten and used in cooking."
1148,115,Vegetables,Which of the following vegetables has the phytochemical sulforaphane?,Cabbage,Brussels Sprouts,Broccoli,All of the above,4,"Brussels sprouts,as with broccoli and other brassicas,contain sulforaphane,a phytochemical under basic research for its potential anticancer properties."
1149,115,Vegetables,What is the pigment present in brinjal?,Anthocyanins,Alpha-carotene,Lycopene,Beta-cryptoxanthin,1,"The skin of brinjal  also contains anthocyanins,which are the dark blue or purple pigment that give the skin of the brinjal  its beautiful color. "
1150,115,Vegitables,What is the botanical name of onion?,Solanum lycopersicum,Raphanus sativus,Daucus carota,Allium cepa,4,"The onion (Allium cepa),also known as the bulb onion or common onion,is a vegetable and is the most widely cultivated species of the genus Allium."
