1171,118,Trees,Which is the fastest-growing plants in the world,Bamboos,Duckweed,Transgenic Eucalyptus,Acacia,1,"Giant bamboos are the largest members of the grass family. In bamboo,the internodal regions of the stem are hollow and the vascular bundles in the cross section are scattered throughout the stem instead of in a cylindrical arrangement. Bamboos are the fastest-growing plants in the world due to a unique rhizome-dependent system.",
1172,118,Trees,Which country is the largest producer of sandalwood?,United States,South Africa,India,Australia,4,"Producing commercially valuable sandalwood with high levels of fragrance oils requires Santalum trees to be a minimum of 15 years old (S. album) the age at which they will be harvested in Western Australia-the yield,quality and volume are still to be clearly understood. Australia likely will be the largest producer of S. album by 2018,the majority grown around Kununuraa,Western Australia.",
1173,118,Trees,Which  country is the largest producer of lemon in the world?,China,Mexico,India,Russia,3,Lemon is a yellow colored fruit which is evergreen small tree native to Asia continent. It can be used for dietary as well as for non-dietary purposes throughout the world. Its juice is about 5 to 6% citric acid for which taste of lemon is sour. An average lemon contains about 45-50 ML juice in it. Lemon contains several Varieties.,
1174,118,Trees,Which tree that does not grow from seeds?,Cashew tree,Lime tree,Palm tree,Banana tree,4,The banana is a perennial plant that replaces itself. Bananas do not grow from a seed but from a bulb or rhizome. The time between planting a banana plant and the harvest of the banana bunch is from 9 to 12 months. The flower appears in the sixth or seventh month.,
1175,118,Trees,Which is the origin country of Neem tree?,India,China,Russia,United States,1,"Azadirachta indica also known as Neem,Nimtree,Indian Lilac is a tree in the Mahogany family Meliaceae. It is one of two species in the genus Azadirachta,and is native to India and the Indian subcontinent including Nepal,Pakistan,Bangladesh and Sri lanka. It is typically grown in tripical and semi-tropical regions. Neem trees now also grow in islands located in the southerm part of Iran. Its fruits and seeds are the source of  oil.",
1176,118,Trees,Which tree is used to make rubber?,Hevea brasiliensis,Acidosasa gigantea,Tamarindus indica,Azadirachta indica,1,"The major commercial source of natural rubber latex is the Pará rubber tree (Hevea brasiliensis),a member of the spurge family,Euphorbiaceae. This species is widely used because it grows well under cultivation and a properly managed tree responds to wounding by producing more latex for several years.",
1177,118,Trees,Birch tree is used for making,Timber,Paper,Fuel,Construction materials,2,"Manufacture of wood pulp. The timber resources used to make wood pulp are referred to as pulpwood. Wood pulp comes from softwood trees such as spruce,pine,fir,larch and hemlock,and hardwoods such as eucalyptus,aspen and birch.",
1178,118,Trees,Which tree is used for making cricket bats?,Pine wood,Neem wood,Spruce wood,Willow wood,4,Cricket Bat Willow. The trees used in the manufacture of cricket bats is the Salix Alba Caerulea (Cricket Bat Willow). This type of willow is very fast growing with a single straight stem,
1179,118,Trees,Which one of the followings is true for trees,Absorb carbon-dioxide and produce oxygen,Absorb oxygen and produce carbon-dioxide,Absorb nitrogen and produce carbon-dioxide,Absorb nitrogen and produce oxygen,1,"Young trees absorb CO2 at a rate of 13 pounds per tree each year. At that rate,they release enough oxygen back into the atmosphere to support two human beings.",
1180,118,Trees,Pencils are made from which tree,Yellow birch,Gray birch,Black locust,Cedar,4,"Pencils can be made from different woods,in the U.S. they are mainly made from California Incense Cedar (as a result of a shortage of Red Cedar). Imports might use other trees including rainforest hardwoods.",
