1111,112,Symbols India,What is the National Reptile of India?,Mugger crocodile,King Cobra,Lizard,Tortoise,2,"National Reptile is King Cobra which as National Reptile is protected so is National Reptile,King Cobra often researched for it being an important research...",
1112,112,Symbols India,Which is the National tree of India?,Banyan tree,Oak,Olive,Royal Palm,1,"Indian banyan (Ficus bengalensis) root themselves to form new trees and grow over large areas. Because of this characteristic and its longevity,this tree is considered immortal and is an integral part of the myths and legends of India.",
1113,112,Symbols India,Which is the National fish of India?,Ilish,Mahseer,River Dolphin,Galjoen,3,River Dolphin is the national aquatic animal of India. The ministry of environment and forests notified the Ganges river Dolphin as the national aquatic animal on 18 th May 2010,
1114,112,Symbols India,The National flower of India is,Blue poppy,Lotus,Orchid,Pink rose,2,Lotus (Nelumbo nucifera) is a sacred flower and occupies a unique position in the art and mythology of ancient India and has been an auspicious symbol of Indian culture.,
1115,112,Symbols India,What is the National Fruit of India?,Apple,Mango,Jackfruit,Banana,2,"Its juicy fruit is a rich source of Vitamins A,C and D. In India there are over 100 varieties of mangoes,in different sizes,shapes and colours. Mangoes have been cultivated in India from time immemorial.",
1116,112,Symbols India,Which is the National river of India?,Lijiang river,Brahmaputra River,Ganges,Indus River,3,Ganga is the longest river of India with the most heavily populated river basin in the world. The river is revered by Hindus as the most sacred river on earth,
1117,112,Symbols India,Which is National Animal of India?,Elephant,Cheetah,Lion,Tiger,4,"National Animal. The magnificent tiger,Panthera tigris is a striped animal. It has a thick yellow coat of fur with dark stripes. The combination of grace,strength,agility and enormous power has earned the tiger its pride of place as the national animal of India.",
1118,112,Symbols India,How many lions are there in our national emblem?,2,4,3,5,2,"In the emblem adopted by Madhav Sawhney in 1950 only three lions are visible,the fourth being hidden from view. The wheel appears in relief in the center of the abacus,with a bull on the right and a galloping horse on the left,and outlines of Dharma Chakras on the extreme right and left.",
1119,112,Symbols India,Which is the national bird of India?,Peacock,Parrot,Dove,Crane,1,"The Indian peacock,Pavo cristatus,the National Bird of India,is acolourful,swan-sized bird,with a fan-shaped crest of feathers,a white patch under the eye and a long,slender neck.",
1120,112,Symbols India,What is the National sport of india?,Cricket,Football,Hockey,Badminton,3,"In India,we like to keep our sport and religion distinct :) Hockey is a sport in the Commonwealth,Olympic and Asian Games.",
