1191,120,India,Which is the first metal used by the man,Gold,Iron,Copper,Aluminium,3,Copper was used first by humans to make tools and weapons,
1192,120,India,World's Largest railway platform is -,Kharagpur,Gorakhpur,Secunderabad,Kanpur,2,,
1193,120,India,Indian coal is mostly -,Anthracite,Bituminous,Lignite,Peat,2,,
1194,120,India,Green Revolution occurred first in -,Punjab and Haryana,Bihar and West Bengal,Andhra Pradesh and Tamil Nadu,Gujarat and Maharashtra,1,,
1195,120,India,Child Labour employment in factory is banned in India below the age of -,12 Years,17 years,14 Years,10 Years,3,,
1196,120,India,Indian Rupee is fully convertible at -,Current Account,Capital Account,Trade Account,None of the above,1,,
1197,120,India,The National flower of India is,Blue poppy,Lotus,Orchid,Pink rose,2,Lotus (Nelumbo nucifera) is a sacred flower and occupies a unique position in the art and mythology of ancient India and has been an auspicious symbol of Indian culture.,
1198,120,India,Kishanganga river flows through the state of,Rajasthan,Jammu and Kashmir,Karnataka,West Bengal,2,,
1199,120,India,Which among the following products is not usually exported from India?,Wheat,Rice,Sugar,Pulses,4,,
1200,120,India,Which of the following are the natural ports of India?  1. Chennai 2. Kochi 3. Tuticorin 4. Vishakhapatnam,1 and 2,1 and 3,2 and 3,2 and 4,4,,
