1011,102,Animals,How many hours cats sleep per day?,16-20 hours,18-20 hours,12-16 hours,10-15 hours,1,"Anywhere from 16 to 20 hours a day,typically. For very young and very old cats,it's near the upper end of the range,and newborns sleep almost 24/7. While cats do spend at least two-thirds of their lives asleep,they're not “asleep” in quite the same way humans are"
1012,102,Animals,Smallest monkey in the world?,Squirrel Monkey,Pygmy marmoset,Spider Monkey,Tufted Capuchins,2,The pygmy marmoset is a small New World monkey native to rainforests of the western Amazon Basin in South America. It is notable for being the smallest monkey and one of the smallest primates in the world at just over 100 grams
1013,102,Animals,"Which fish species dived to a depth of 2,992 metres (9,816 ft).",Cuvier's beaked whale,Dolphins,Buffalo fish,Kelpfish,1,"A tagged Cuvier's beaked whale dived to a depth of 2,992 metres (9,816 ft),or 1.8 miles,which is the deepest recorded dive by any mammal."
1014,102,Animals,White elephant largely present in which country?,Thailand,United States,Spain,France,1,"In Thailand,white elephants (also known as Pink Elephants) are considered sacred and are a symbol of royal power; all those discovered are presented to the king (although this presentation is usually a ceremonial one - the elephants are not actually taken into captivity). "
1015,102,Animals,Sharks are immune to which disease?,Cancer,Carp fox,Anemia,None of the above,4,"Both diseases and parasites affect sharks. The evidence that sharks are at least resistant to cancer and disease is mostly anecdotal and there have been few,if any,scientific or statistical studies that show sharks to have heightened immunity to disease."
1016,102,Animals,Size of blue whale at birth?,7 meters,9 meters,10 meters,12 meters,1,"When born,the blue whale calf is about 23 feet (7 m) long and weighs 5,000 to 6,000 pounds (2,267 to 2,722 kg). A nursing blue whale mother produces over 50 gallons (200 liters) of milk a day."
1017,102,Animals,Which fish species have eyelids?,Goldfish,Sharks,Whales,Dolphins,2,"Sharks have eyelids,but they do not blink because the surrounding water cleans their eyes. To protect their eyes some species have nictitating membranes. This membrane covers the eyes while hunting and when the shark is being attacked."
1018,102,Animals,The color of cat eyes when they born?,Green eyes,Yellow eyes,Blue eyes,Orange eyes,3,"All kittens are born with blue eyes and when they get older the melanin changes their eyes to copper,orange,yellow or green. "
1019,102,Animals,Milk fever (for dairy cows) is caused due to low levels of,Calcium,Magnesium,Potassium,Sugar,1,Milk fever is a disorder mainly of dairy cows close to calving. It is a metabolic disease caused by a low blood calcium level (hypocalcaemia).
1020,102,Animals,Dolphins can travel in the speed of what?,60 km/h,70 km/h,80 km/h,90 km/h,1,Dolphins are a widely distributed and diverse group of fully aquatic marine mammals. Dolphins are fast swimmers in comparison to seals who typically cruise at 9–28 kilometres per hour (5.6–17.4 mph)
