1131,114,Vegetables,Name of acid present in Chili?,Tartaric acid,Capsaicin,CItric acid,Lactic acid,2,"Capsaicin is an active component of chili peppers,which are plants belonging to the genus Capsicum. It is an irritant for mammals,including humans,and produces a sensation of burning in any tissue with which it comes into contact.",
1132,114,Vegetables,Name the acid which make tears when cutting onions?,Succinic acid,Salicylic acid,Sulfenic acids,Stearic acid,3,"Cut onions emit certain compounds which cause the lachrymal glands in the eyes to become irritated,releasing tears. Chopping an onion causes damage to cells which allows enzymes called alliinases to break down amino acid sulfoxides and generate sulfenic acids.",
1133,114,Vegetables,Which of the following vegetable has cholesterol-lowering ability?,Arugula,Broccoli,Kale,Celery,3,"Kale has been found to contain a group of resins known as bile acid sequestrants,which have been shown to lower cholesterol and decrease absorption of dietary fat. Steaming significantly increases these bile acid binding properties.",
1134,114,Vegetables,Which of the following is sweeter in taste?,Carrot,Parsnip,Leeks,Kohlrabi,2,"Parsnips resemble carrots and can be used in similar ways but they have a sweeter taste,especially when cooked.",
1135,114,Vegetables,Which country is the largest producer of garlic?,India,China,Egypt,South Korea,2,"Garlic is grown globally,but China is by far the largest producer of garlic,with around 20 million tonnes (44 billion pounds) grown annually,accounting for over 81% of world output. India is the second largest producer of Garlic.",
1136,114,Vegetables,Which gives protection against Colorectal Cancer?,Tomato,Potato,Ginger,Parsnip,3,"Gingerols,the main active components in ginger and the ones responsible for its distinctive flavor,may also inhibit the growth of human colorectal cancer cells,",
1137,114,Vegitables,What is the vegetable rich in carotene?,Sweet Potato,Potato,Drumstick,Brinjal,1,"The sweet potato is a dicotyledonous plant that belongs to the family Convolvulaceae. Its large,starchy,sweet-tasting,tuberous roots are a root vegetable. The young leaves and shoots are sometimes eaten as greens.",
1138,114,Vegitables,Which is the non-starchy vegetables?,Corn,Broccoli,Potato,Pumpkin,2,"Non-starchy vegetables are typically flowering parts of the plant. Lettuce,asparagus,broccoli,cauliflower,cucumber,spinach,mushrooms,onions,peppers and tomatoes are all considered non-starchy vegetables.",
1139,114,Vegitables,Which country is the largest producer of cauliflower?,India,China,Spain,Italy,2,"Cauliflower is one of several vegetables in the species Brassica oleracea,in the family Brassicaceae. It is an annual plant that reproduces by seed. Typically,only the head is eaten. India is the second largest producer of cauliflower in the world.",
1140,114,Vegitables,In India which state is the largest producer of potatoes?,Uttar pradesh,Karnataka,Assam,Haryana,1,"Bihar is the third largest potato producing state after Uttar Pradesh and West Bengal. Last year,five farmers of the village are said to have created a world record when they produced 224 quintals of paddy per hectare.",
