1221,123,Birds,Which is the largest bird in the world?,Ostrich,Emu,Cassowary,Greater rhea,1,The ostrich is the largest living species of bird and lays the largest eggs of any living bird (extinct elephant birds of Madagascar and the giant moa of New Zealand laid larger eggs).
1222,123,Birds,Bat is a bird or not?,Yes,No,,,2,"Bats are mammals. A long time ago,people used to think bats were birds without feathers. But now we know that there is no such thing as a featherless bird. We know that bats are MAMMALS,just like people."
1223,123,Birds,Which of the following is a bird but which cannot fly?,Ostrich,Penguin,Ostrich & Penguin,None,3,"Flightless birds are birds that have evolved the inability to fly. There are over 40 extant species including the well known ratites (ostrich,emu,cassowary,rhea and kiwi) and penguins. The smallest flightless bird is the Inaccessible Island rail (length 12.5 cm,weight 34.7 g)."
1224,123,Birds,Bluebird is the symbol of,Good luck,Peace,Wisdom,Happiness,4,Origins of the bluebird as a symbol of happiness. The symbol of a bluebird as the harbinger of happiness is found in many cultures and may date back thousands of years.
1225,123,Birds,Which is the smallest bird of the world?,Little tinamou,Little spotted kiwi,Maleo,Bee hummingbird,4,"The smallest bird is the bee hummingbird (Mellisuga helenae) of Cuba and the Isle of Youth. Males measure 57 mm (2.24 in) in total length,half of which is taken up by the bill and tail,and weigh 1.6 g (0.056 oz) Females are slightly larger."
1226,123,Birds,White dove is the symbol of,Happiness,Peace,Good luck,Wisdom,2,"The dove and olive brance was used symbolically by early Christians and then eventually became a secular peace symbol,popularized by Pablo Picasso after World War 2. In the 1950s the ""peace sign"",as it is known today,was designed as the logo for the British Campaign for nuclear disarmament and adopted by anti-war and counterculture activists in the United States and elsewhere."
1227,123,Birds,Which bird egg is the biggest?,King penguin,Cassowary,Emu,Ostrich,4,"The largest egg on record weighed 2.589 kg (5 lb 11.36 oz) and was laid by an ostrich (Struthio camelus) at a farm owned by Kerstin and Gunnar Sahlin (Sweden) in Borlänge,Sweden,on 17 May 2008."
1228,123,Birds,Which of the following bird is colour blind?,Owl,Maleo,Kiwi,Little tinamou,3,Not only is our quirky national bird flightless - it's also colour blind. The long-suspected finding comes from new research revealing how the kiwi evolved its sense of smell and colour 35 million years ago to help it cope with its nocturnal life sniffing around the undergrowth at night.
1229,123,Birds,Which is the only bird that can also fly backwards?,Parrots,Hummingbirds,Hoatzin,Kea,2,"The hummingbird,such as the broad-billed hummingbird,is the only bird who has the ability (and tendency) to fly backwards! These tiny birds can beat their wings 53 times a second and they fly in a unique acrobatic style matched by few other birds."
1230,123,Birds,Which bird dances in the rain?,Hen,Peacock,Parrot,Myna,2,Male peacock is the only bird which dances in the rain.
